player_id,player_name,ev_avg,la_avg,barrel_pct,xba,xwoba
672960,"Okamoto, Kazuma",92.1,16.9,14.6,0.223,0.326
701762,"Kurtz, Nick",94.1,12.5,18.0,0.257,0.397
668939,"Rutschman, Adley",90.0,15.5,9.3,0.286,0.368
695657,"Montgomery, Colson",90.0,20.2,13.7,0.214,0.324
664023,"Happ, Ian",90.2,16.0,15.0,0.209,0.335
665019,"Clemens, Kody",92.6,16.3,13.2,0.255,0.337
696100,"Goodman, Hunter",91.1,18.0,15.8,0.23,0.326
656811,"O'Hearn, Ryan",89.9,12.1,6.4,0.257,0.325
682829,"De La Cruz, Elly",94.2,12.1,14.6,0.269,0.362
609280,"Andujar, Miguel",88.0,6.6,4.5,0.255,0.285
668885,"Martin, Austin",86.8,11.4,2.6,0.239,0.311
571970,"Muncy, Max",90.6,13.1,16.7,0.271,0.394
656941,"Schwarber, Kyle",92.9,22.0,20.6,0.242,0.379
691720,"Karros, Kyle",89.2,12.0,7.1,0.259,0.337
683083,"Nuñez, Nasim",84.9,8.2,0.0,0.22,0.266
677649,"Duran, Ezequiel",89.8,10.5,5.8,0.259,0.305
660821,"Sánchez, Jesús",91.4,11.2,11.7,0.285,0.346
676609,"Caballero, José",83.4,10.3,3.3,0.238,0.285
650489,"Castro, Willi",88.3,18.0,5.3,0.227,0.296
641343,"Bauers, Jake",92.6,8.9,13.8,0.26,0.363
695600,"Jensen, Carter",90.5,20.0,9.2,0.199,0.273
668901,"Vientos, Mark",89.3,14.2,9.9,0.243,0.31
665833,"Cruz, Oneil",96.0,7.6,16.4,0.255,0.358
543807,"Springer, George",87.8,13.9,7.9,0.221,0.305
702222,"Crawford, Justin",87.3,1.9,1.3,0.231,0.264
805779,"Wilson, Jacob",84.0,8.0,2.0,0.26,0.271
657757,"Sheets, Gavin",89.2,16.6,8.7,0.24,0.328
666969,"García, Adolis",92.1,14.6,9.3,0.22,0.294
690993,"Keith, Colt",88.6,13.4,6.7,0.261,0.306
641487,"Crawford, J.P.",88.3,12.6,9.3,0.255,0.358
666126,"Cortes, Carlos",89.8,8.9,8.7,0.299,0.377
663837,"Vierling, Matt",86.8,15.9,6.0,0.249,0.308
683146,"Baty, Brett",89.2,9.0,7.4,0.233,0.297
672724,"Peraza, Oswald",87.4,10.0,8.8,0.255,0.311
803011,"Antonacci, Sam",88.0,11.7,7.5,0.299,0.37
673548,"Suzuki, Seiya",89.2,18.3,9.5,0.253,0.333
691785,"Mayer, Marcelo",86.6,10.0,6.1,0.203,0.259
665750,"Taveras, Leody",86.8,16.1,4.1,0.239,0.304
679529,"Torkelson, Spencer",90.5,20.0,13.7,0.207,0.313
643217,"Benintendi, Andrew",89.4,18.4,11.0,0.248,0.323
695506,"Caglianone, Jac",93.6,8.5,15.1,0.268,0.357
686948,"Baldwin, Drake",92.8,12.1,18.6,0.305,0.418
514888,"Altuve, Jose",86.0,8.2,6.2,0.238,0.301
660670,"Acuña Jr., Ronald",90.1,17.6,13.1,0.253,0.379
671976,"Peters, Tristan",86.6,13.9,4.9,0.25,0.302
694497,"Carter, Evan",88.0,19.8,7.0,0.198,0.294
592450,"Judge, Aaron",94.1,14.6,21.7,0.27,0.415
669257,"Smith, Will",90.0,19.9,13.4,0.275,0.386
664983,"McCarthy, Jake",84.8,14.5,5.6,0.259,0.311
624585,"Soler, Jorge",87.9,14.0,11.3,0.221,0.306
694212,"Basallo, Samuel",91.9,12.8,12.8,0.261,0.345
669236,"Jackson, Jeremiah",89.4,6.9,7.9,0.254,0.294
663743,"Fortes, Nick",86.6,6.7,1.4,0.254,0.283
