player_id,player_name,ev_avg,la_avg,barrel_pct,xba,xwoba
678394,"Bello, Brayan",90.6,8.2,9.9,0.307,0.377
663436,"Martin, Davis",90.2,11.1,6.1,0.261,0.306
800048,"Messick, Parker",87.5,15.0,6.1,0.231,0.288
663903,"Singer, Brady",91.4,14.1,11.3,0.285,0.369
592662,"Ray, Robbie",88.5,19.9,11.3,0.247,0.351
669467,"Pallante, Andre",87.9,7.2,6.6,0.231,0.306
691725,"Painter, Andrew",87.2,16.1,9.0,0.271,0.342
680694,"Bradish, Kyle",88.2,8.1,10.5,0.239,0.324
701542,"Warren, Will",90.1,12.9,6.2,0.236,0.296
669160,"May, Dustin",90.2,11.3,6.7,0.242,0.301
681517,"Leahy, Kyle",92.2,8.9,12.0,0.305,0.389
607536,"Freeland, Kyle",91.0,14.4,9.1,0.311,0.375
641743,"Kay, Anthony",89.8,11.6,9.6,0.276,0.365
676282,"Cantillo, Joey",87.9,12.0,9.1,0.242,0.326
686799,"Kochanowicz, Jack",89.4,4.7,7.2,0.272,0.359
680732,"Burke, Sean",89.2,17.2,6.8,0.239,0.31
694973,"Skenes, Paul",87.4,12.9,5.8,0.199,0.25
672282,"Detmers, Reid",89.3,20.1,7.3,0.203,0.268
621111,"Buehler, Walker",90.6,9.9,7.4,0.277,0.333
592791,"Taillon, Jameson",88.5,18.0,14.3,0.253,0.357
622491,"Castillo, Luis",90.3,16.5,10.4,0.262,0.337
677960,"Weathers, Ryan",89.3,12.2,11.9,0.243,0.323
571578,"Corbin, Patrick",89.0,14.2,7.9,0.291,0.36
594798,"deGrom, Jacob",90.9,18.5,9.5,0.235,0.296
656849,"Peterson, David",89.6,7.3,7.0,0.267,0.338
677958,"Rocker, Kumar",89.8,11.2,7.5,0.267,0.337
519242,"Sale, Chris",86.8,11.5,6.0,0.234,0.292
671737,"Bradley, Taj",92.2,16.5,10.6,0.244,0.326
669022,"Gore, MacKenzie",89.7,15.9,8.6,0.248,0.323
656550,"Holmes, Grant",90.8,13.8,10.2,0.247,0.335
694738,"Roupp, Landen",87.5,9.7,3.6,0.232,0.289
676083,"Junk, Janson",89.9,14.4,6.6,0.256,0.31
605135,"Bassitt, Chris",87.4,9.8,4.1,0.284,0.344
624133,"Suarez, Ranger",87.0,15.0,6.2,0.241,0.291
669387,"Mlodzinski, Carmen",91.8,14.5,7.8,0.288,0.348
669372,"Ginn, J.T.",88.3,9.1,6.3,0.232,0.307
656876,"Rasmussen, Drew",86.6,9.0,6.8,0.227,0.269
690997,"McLean, Nolan",86.6,8.6,6.3,0.212,0.289
656427,"Flaherty, Jack",91.4,21.7,8.5,0.248,0.334
696149,"Chandler, Bubba",89.7,19.2,7.4,0.224,0.32
650644,"Civale, Aaron",91.0,20.8,8.5,0.277,0.35
543243,"Gray, Sonny",88.4,9.7,7.5,0.26,0.317
665795,"Cabrera, Edward",91.4,11.8,12.9,0.266,0.342
695505,"Burns, Chase",89.1,18.3,9.2,0.203,0.271
680573,"Woods Richardson, Simeon",90.6,18.1,8.2,0.28,0.364
808963,"Sasaki, Roki",89.8,12.4,10.7,0.245,0.326
663556,"McClanahan, Shane",89.8,9.8,9.0,0.234,0.303
687064,"Young, Brandon",89.8,14.8,8.0,0.258,0.327
686218,"Sheehan, Emmet",88.9,19.3,10.2,0.232,0.305
622663,"Severino, Luis",88.8,11.6,8.7,0.231,0.318
682052,"Lopez, Jacob",85.1,21.0,4.7,0.231,0.311
663978,"Paddack, Chris",89.1,15.9,8.1,0.277,0.343
527048,"Pérez, Martín",88.3,8.9,7.0,0.247,0.314
694819,"Misiorowski, Jacob",87.3,10.5,2.4,0.174,0.225
641778,"Lauer, Eric",88.9,21.6,11.2,0.268,0.353
687075,"Sproat, Brandon",90.2,13.9,8.9,0.256,0.353
608331,"Fried, Max",86.1,8.7,1.8,0.205,0.253
641816,"Mahle, Tyler",89.1,12.6,8.3,0.245,0.316
681293,"Arrighetti, Spencer",86.9,16.5,5.4,0.237,0.331
690986,"Harrison, Kyle",88.9,14.8,6.7,0.234,0.29
660271,"Ohtani, Shohei",87.4,11.9,3.7,0.195,0.256
676962,"Brown, Ben",90.3,8.0,6.2,0.222,0.278
691587,"Pérez, Eury",89.1,21.5,15.0,0.232,0.346
694477,"Patrick, Chad",89.7,18.5,7.6,0.267,0.329
663567,"Lambert, Peter",88.5,15.5,7.1,0.221,0.307
663568,"Kolek, Stephen",89.1,10.8,6.5,0.254,0.291
700712,"Ureña, Walbert",87.2,8.0,6.0,0.196,0.286
605280,"Holmes, Clay",89.8,5.1,5.3,0.251,0.306
688642,"Agnos, Zach",89.1,16.8,11.3,0.287,0.37
571927,"Matz, Steven",88.9,16.1,13.6,0.293,0.379
656302,"Cease, Dylan",86.9,12.0,5.4,0.206,0.272
554430,"Wheeler, Zack",87.7,14.2,8.2,0.221,0.284
801139,"Tolle, Payton",87.3,19.4,4.8,0.2,0.25
500779,"Quintana, Jose",88.2,18.7,8.4,0.275,0.344
695076,"Lowder, Rhett",90.4,14.2,7.7,0.262,0.346
663623,"Irvin, Jake",89.7,14.5,12.0,0.248,0.349
687570,"Prielipp, Connor",90.1,14.0,9.2,0.231,0.316
640455,"Manaea, Sean",88.2,16.3,9.2,0.247,0.318
663969,"Phillips, Tyler",87.8,10.2,6.4,0.227,0.301
678906,"Teng, Kai-Wei",90.3,13.3,5.1,0.237,0.314
695418,"Lord, Brad",87.1,3.2,4.6,0.235,0.294
670245,"Watson, Ryan",90.3,17.3,13.1,0.301,0.394
663460,"Bubic, Kris",89.4,12.5,7.8,0.24,0.328
669373,"Skubal, Tarik",89.3,9.2,5.4,0.256,0.284
643377,"Jax, Griffin",87.8,9.5,9.6,0.269,0.342
702056,"Yesavage, Trey",88.6,21.3,4.8,0.195,0.28
805123,"Blubaugh, AJ",89.3,18.1,8.1,0.218,0.318
693686,"Miles, Spencer",86.3,6.3,4.8,0.241,0.293
663554,"Mize, Casey",86.8,17.5,7.3,0.202,0.258
686790,"McDonald, Trevor",89.7,2.3,5.7,0.254,0.323
675660,"Drohan, Shane",88.3,13.3,9.0,0.224,0.273
608718,"Suter, Brent",85.8,10.4,5.8,0.246,0.304
801403,"Dollander, Chase",90.6,12.9,9.9,0.217,0.308
694297,"Pfaadt, Brandon",89.5,9.0,11.7,0.259,0.352
669947,"Scholtens, Jesse",88.2,19.1,10.8,0.271,0.346
666157,"Lodolo, Nick",89.6,13.4,10.2,0.275,0.378
665871,"Assad, Javier",90.5,11.9,4.3,0.255,0.309
625643,"López, Reynaldo",86.9,16.3,6.1,0.263,0.344
623454,"Anderson, Drew",90.6,10.4,7.0,0.202,0.274
685299,"Gordon, Tanner",91.4,20.4,13.2,0.262,0.339
663372,"Feltner, Ryan",88.7,14.4,11.8,0.272,0.368
656794,"Newcomb, Sean",86.6,7.5,4.6,0.237,0.29
805673,"Matthews, Zebby",90.0,17.4,12.8,0.224,0.305
702273,"Schultz, Noah",88.8,17.6,11.0,0.254,0.36
681035,"Scott, Christian",87.8,17.6,5.6,0.246,0.328
676760,"Marinaccio, Ron",88.5,13.6,7.5,0.249,0.315
664141,"Brubaker, JT",88.3,16.4,4.8,0.261,0.336
571948,"Milner, Hoby",88.7,13.4,5.7,0.299,0.351
622608,"Senzatela, Antonio",87.5,12.8,5.7,0.234,0.281
621121,"McCullers Jr., Lance",91.5,12.9,8.6,0.238,0.33
676879,"Ashby, Aaron",88.0,5.7,4.9,0.203,0.269
660761,"Suarez, José",88.2,14.5,1.0,0.26,0.312
680730,"Parker, Mitchell",90.8,14.9,8.7,0.266,0.341
678022,"Perkins, Jack",89.6,12.6,5.8,0.23,0.301
670990,"Ramírez, Yohan",84.1,9.9,5.9,0.224,0.294
656288,"Canning, Griffin",92.0,8.4,11.8,0.245,0.343
678606,"Ferrer, José A.",86.1,9.1,3.9,0.217,0.269
693855,"Seymour, Ian",87.4,23.1,8.8,0.204,0.296
544150,"Suárez, Albert",89.7,19.1,9.8,0.272,0.351
643511,"Rogers, Tyler",83.8,-6.6,0.0,0.222,0.238
668964,"Myers, Tobias",90.9,19.8,6.9,0.24,0.291
679358,"Orze, Eric",86.3,14.1,6.1,0.25,0.306
675911,"Strider, Spencer",89.1,22.2,11.2,0.188,0.291
593974,"Peralta, Wandy",88.3,5.6,4.1,0.256,0.328
702193,"Morris, Andrew",87.1,11.7,3.1,0.237,0.286
699134,"Rodriguez, Bradgley",87.0,8.8,3.1,0.198,0.245
670970,"Morejon, Adrian",86.0,-1.7,2.1,0.224,0.254
663947,"Holton, Tyler",88.5,7.9,5.2,0.269,0.312
672782,"Gómez, Yoendrys",89.8,24.5,11.3,0.253,0.362
668984,"Legumina, Casey",87.6,11.3,7.3,0.274,0.32
608566,"Márquez, Germán",89.1,21.1,10.4,0.274,0.367
